parcel_id,scenario,retreat_year,reason,sensitivity_scenario,scenario_label,slr_scenario,rent_method,beta,damage_threshold,owner_utility
43,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
44,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
45,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
46,Intermediate_High,100,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
47,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
48,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
49,Intermediate_High,88,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
50,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
51,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
52,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
53,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
54,Intermediate_High,73,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
55,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
56,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
57,Intermediate_High,93,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
58,Intermediate_High,77,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
59,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
60,Intermediate_High,92,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
61,Intermediate_High,84,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
62,Intermediate_High,93,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
63,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
64,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
65,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
66,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
67,Intermediate_High,99,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
68,Intermediate_High,74,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
69,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
70,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
71,Intermediate_High,101,never_floods,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
72,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
73,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
74,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
75,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
76,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
77,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
78,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
79,Intermediate_High,97,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
80,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
81,Intermediate_High,80,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
82,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
83,Intermediate_High,66,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
84,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
85,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
86,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
87,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
88,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
89,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
90,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
91,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
92,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
93,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
94,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
95,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
96,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
97,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
98,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
99,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
100,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
101,Intermediate_High,74,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
102,Intermediate_High,97,late,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
103,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
104,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
105,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
106,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
107,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
108,Intermediate_High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
109,Intermediate_High,NA,no_data,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
110,Intermediate_High,NA,no_data,utility_50k,Owner Utility +$50K/year,Intermediate_High,fixed_yield,0.97,0,50000
1,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
2,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
3,High,85,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
4,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
5,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
6,High,97,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
7,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
8,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
9,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
10,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
11,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
12,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
13,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
14,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
15,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
16,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
17,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
18,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
19,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
20,High,94,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
21,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
22,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
23,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
24,High,95,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
25,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
26,High,99,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
27,High,36,mid_term,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
28,High,61,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
29,High,95,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
30,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
31,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
32,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
33,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
34,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
35,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
36,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
37,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
38,High,91,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
39,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
40,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
41,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
42,High,69,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
43,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
44,High,80,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
45,High,82,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
46,High,70,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
47,High,76,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
48,High,87,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
49,High,62,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
50,High,75,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
51,High,76,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
52,High,100,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
53,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
54,High,52,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
55,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
56,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
57,High,65,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
58,High,55,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
59,High,80,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
60,High,65,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
61,High,60,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
62,High,66,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
63,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
64,High,73,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
65,High,71,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
66,High,76,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
67,High,67,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
68,High,52,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
69,High,72,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
70,High,93,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
71,High,101,never_floods,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
72,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
73,High,88,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
74,High,92,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
75,High,97,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
76,High,85,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
77,High,82,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
78,High,85,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
79,High,64,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
80,High,74,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
81,High,57,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
82,High,71,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
83,High,47,mid_term,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
84,High,84,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
85,High,85,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
86,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
87,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
88,High,80,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
89,High,80,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
90,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
91,High,84,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
92,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
93,High,95,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
94,High,84,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
95,High,87,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
96,High,93,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
97,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
98,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
99,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
100,High,90,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
101,High,54,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
102,High,60,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
103,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
104,High,96,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
105,High,78,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
106,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
107,High,101,no_retreat_needed,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
108,High,93,late,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
109,High,NA,no_data,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
110,High,NA,no_data,utility_50k,Owner Utility +$50K/year,High,fixed_yield,0.97,0,50000
1,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
2,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
3,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
4,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
5,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
6,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
7,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
8,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
9,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
10,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
11,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
12,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
13,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
14,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
15,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
16,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
17,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
18,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
19,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
20,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
21,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
22,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
23,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
24,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
25,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
26,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
27,Intermediate,83,late,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
28,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
29,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
30,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
31,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
32,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
33,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
34,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
35,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
36,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
37,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
38,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
39,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
40,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
41,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
42,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
43,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
44,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
45,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
46,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
47,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
48,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
49,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
50,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
51,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
52,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
53,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
54,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
55,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
56,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
57,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
58,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
59,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
60,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
61,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
62,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
63,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
64,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
65,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
66,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
67,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
68,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
69,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
70,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
71,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
72,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
73,Intermediate,101,no_retreat_needed,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
74,Intermediate,101,never_floods,utility_100k,Owner Utility +$100K/year,Intermediate,fixed_yield,0.97,0,100000
